Genus,Species,LOA (mm),MSR,C,Ven,CS,SC,ST,RTL (%),Elev. (m),RM,OS
Epictia,hobartsmithi,120–183,14,S,191–208,E,17–19,U,5.9–7.0,1070–1180,0,–
Epictia,magnamaculata,76–195,14,S,219–262,E,15–21,U,4.8–8.5,0–1025,0,–
Epictia,martinezi,71–169,14,S,248–260,E,16–23,U,3.5–7.8,730,0,–
Epictia,melanoterma,96–369,14,S,242–265,E,18–30,U,5.4–11.1,20–1295,0,–
Epictia,melanura,91–135,14,S,184–205,E,12–17,U,4.4–5.5,115,0,–
Epictia,munoai,62–200,14,S,184–230,E,10–16,U,4.0–7.6,50–290,0,1–8
Epictia,pauldwyeri,67–129,14,S,202–226,E,10–14,U,3.6–6.1,0–500,0,–
Epictia,peruviana,86–148,14,S,184–205,E,12–17,U,5.1–7.4,900,0,–
Epictia,phenops,53–195,14,S,216–277,E,12–22,U,3.5–7.8,40–1670,0,–
Epictia,resetari,79–142,14,S,238–258,E,15–20,U,4.9–6.5,0–900,0,–
Epictia,rioignis,110–211,14,S,250–267,E,14–19,U,4.9–6.8,10,0,–
Epictia,rufidorsa,136–273,14,S,225–280,E,16–21,U,4.3–6.7,150–1615,0,–
Epictia,schneideri,83–181,14,S,243–265,E,13–22,U,4.5–8.7,825–1675,0,–
Epictia,septemlineata,181,14,S,257,E,16,U,5.0,2055,0,–
Epictia,signata,60–150,14,S,250–282,E,12–14,U,4.8–7.7,125–2020,0,–
Epictia,striatula,69–240,14,S,213–273,E,15–27,U,4.3–10.6,155–2510,0,–
Epictia,subcrotilla,62–184,14,S,198–333,E,15–21,U,4.0–9.0,10–445,0,–
Epictia,teaguei,139–150,14,S,223–259,E,16–20,U,6.0–8.3,2200–2700,0,–
Epictia,tenella,71–250,14,S,215–233,E,12–20,U,5.1–7.8,0–1025,0,–
Epictia,tesselata,100–102,14,S,258–283,E,16–18,U,4.2–5.5,155–190,0,–
Epictia,tricolor,222–324,14,S,276–310,E,18–21,U,4.5–5.0,2700–3250,0,–
Epictia,undecimstriata,230–341,14,S,226,E,18–19,U,6.4–7.2,360–425,0,–
Epictia,unicolor,165–172,14,S,244–246,E,17,U,5.7–6.0,–,0,–
Epictia,vanwallachi,94–107,14,S,184–188,E,16–17,U,7.5–7.6,1290,0,–
Epictia,vellardi,156–210,14,S,224–255,E,13–18,U,5.0–5.2,55–185,0,–
Epictia,venegasi,88–192,14,S,211–221,E,17–19,U,61–7.5,2550–2735,0,–
Epictia,vindumi,72–163,14,S,230–253,E,15–23,U,5.1–9.0,0–30,0,–
Epictia,vonmayi,123–129,14,S,196–205,E,18,U,8.4–8.7,1985–2070,0,–
Epictia,weyrauchi,94–355,14,S,244–278,E,18–30,U,6.0–12.0,435,0,–
Epictia,wynni,125–163,14,S,242–260,E,14–20,U,4.4–6.9,315–2500,0,–
Eristicophis,macmahonii,150–800,23–29,K,132–148,E,26–36,2,7.1–10.4,215–1550,0,9–12
Erpeton,tentaculatum,143–1000,32–41,K,91–149,E,87–151,2,25.4–35.5,0–30,1,5–13
Erythrolamprus,albertguentheri,400–723,19,S,187–197,D,53–57,2,15.2–16.8,70–1300,0,–
Erythrolamprus,aenigma,419–581,19,S,148–154,D,45–50,2,14.7–22.2,90–900,0,–
Erythrolamprus,aesculapii,264–1040,15,S,137–212,D,31–106,2,10.9–38.0,10–2300,0,1–9
Erythrolamprus,albiventris,495–805,17,S,141–165,D,52–70,2,19.1–25.7,2445,0,5–10
Erythrolamprus,andinus,406–700,17,S,148–156,D,64–72,2,23.6–28.3,2445–2500,0,–
Erythrolamprus,bizona,210–1080,15,S,178–204,D,37–62,2,10.2–20.0,10–2630,0,5–9
Erythrolamprus,breviceps,145–810,17,S,148–177,D,44–58,2,15.2–20.5,10–1950,0,6–8
Erythrolamprus,ceii,197–719,19,S,142–170,D,49–83,2,17.9–25.8,355–2485,0,7–8
Erythrolamprus,chrysostomus,380–901,17,S,153–172,D,53–64,2,18.3–21.0,125–675,0,–
Erythrolamprus,cobella,175–795,17,S,130–165,D,37–65,2,16.1–28.0,0–2630,0,6
Erythrolamprus,cursor,884–962,17,S,187–192,D,97–107,2,26.5–30.2,15–1265,0,5
Erythrolamprus,darwinnunezi,269–638,17,S,138–159,D,55–66,2,23.0–26.5,2000–2675,0,–
Erythrolamprus,dorsocorallinus,315–746,17,S,141–158,D,60–80,2,15.9–33.3,100–225,0,–
Erythrolamprus,epinephelus,147–775+,17,S,128–191,D,44–80,2,16.8–27.0,5–3400,0,8–10
Erythrolamprus,festae,690–720,19,S,156–170,D,47–64,2,19.0–24.0,200–2500,0,–
Erythrolamprus,fraseri,668–690,17,S,143–164,D,51–75,2,18.5–26.6,1840–2810,0,–
Erythrolamprus,frenatus,212–685+,17,S,186–196,D,45–61,2,13.4–17.3,760–880,0,–
Erythrolamprus,guentheri,650–903,15,S,187–193,D,41–45,2,9.0–13.0,200–950,0,–
Erythrolamprus,ingeri,630,17,S,177–180,D,55–59,2,18.3,1250–2100,0,–
Erythrolamprus,janaleeae,422–520,17,S,147–162,D,54–57,2,19.4–22.2,850–2700,0,–
Erythrolamprus,juliae,185–627,17,S,154–167,D,74–89,2,26.2–37.5,15–1265,0,2–4
Erythrolamprus,lamonae,370–675,17,S,139–177,D,50–67,2,20.2–24.1,1535–2560,0,–
Erythrolamprus,longiventris,476–652,17,S,166–177,D,49–65+,2,15.8–18.7,330,0,–
Erythrolamprus,macrosomus,180–960,17,S,137–169,D,53–91,2,23.6–28.7,385–1440,0,–
Erythrolamprus,maryellenae,295–530,19,S,146–153,D,62–73,2,22.1–26.2,600–1040,0,–
Erythrolamprus,melanotus,356–750,17,S,142–165,D,46–73,2,18.7–25.0,0–2630,0,2–10
Erythrolamprus,mertensi,172–395,17,S,126–131,D,59–60,2,23.0–26.4,150–1250,0,–
Erythrolamprus,miliaris,175–1015,17,S,135–190,D,40–76,2,15.0–22.4,20–1960,0,1–30
Erythrolamprus,mimus,221–677,15,S,171–199,D,42–56,2,10.0–16.1,30–2000,0,3–8
Erythrolamprus,mossoroensis,190–834,17,S,141–166,D,45–56,2,15.2–19.1,20–600,0,6–7
Erythrolamprus,ocellatus,180–525,15,S,168–183,D,38–49,2,13.0–17.0,45–500,0,2–9
Erythrolamprus,oligolepis,145–1000,15,S,134–166,D,53–68,2,21.4–25.8,40–500,0,–
Erythrolamprus,ornatus,762–1631,17,S,188–200,D,82–93,2,23.9–27.4,0–950,0,–
Erythrolamprus,perfuscus,985–998,17,S,182–200,D,78–80,2,19.6–21.3,0–340,0,–
Erythrolamprus,poecilogyrus,130–1001,17–19,S,139–179,D,36–68,2,12.9–24.5,50–300,0,2–17
Erythrolamprus,pseudocorallus,770–950,15,S,191–192,D,50–62,2,13.0–18.0,100–2300,0,–
Erythrolamprus,pseudoreginae,476–525,17,S,143–154,D,76–79,2,27.1–28.2,335–495,0,–
Erythrolamprus,pyburni,271–357,15,S,144–154,D,37–40,2,16.5–17.8,285,0,–
Erythrolamprus,pygmaea,92–249,17,S,122–136,D,27–38,2,13.9–18.5,10–500,0,4–8
Erythrolamprus,reginae,106–900,17,S,125–164,D,54–96,2,20.2–30.7,70–3000,0,1–10
Erythrolamprus,rochai,281–1020,17,S,131–135,D,56,2,22.8–23.7,170,0,–
Erythrolamprus,sagittifer,600–1020,19,S,173–212,D,68–120,2,20.0–28.6,100–1000,0,6–8
Erythrolamprus,semiaureus,177–1232,17,S,163–190,D,50–68,2,16.0–31.2,200–800,0,6–17
Erythrolamprus,subocularis,370,17,S,113–114,D,98,2,43.2,1000–1070,0,–
Erythrolamprus,taeniogaster,201–755,17,S,128–164,D,46–57,2,17.7–17.9,0–655,0,6–10
Erythrolamprus,taeniurus,210–882,17–19,S,142–185,D,53–71,2,16.0–29.0,840–3825,0,–
Erythrolamprus,torrenicolus,245–457,17,S,168–175,D,54–56,2,17.1–17.3,250–2000,0,–
Erythrolamprus,trebbaui,440–570,17,S,168–179,D,58–59,2,20.1–22.8,1020–1940,0,–
Erythrolamprus,triscalis,505–815,17,S,185–196,D,62–94,2,19.1–22.1,0–370,0,–
Erythrolamprus,typhlus,213–853,17–19,S,131–172,D,41–61,2,13.7–23.1,20–1640,0,2–10
Erythrolamprus,vitti,496–627,17,S,155–159,D,59–66,2,20.0–24.1,1070–1650,0,–
Erythrolamprus,williamsi,420–495,17,S,146–158,D,53–61,2,20.2–22.6,750–1950,0,–
Erythrolamprus,zweifeli,175–774,17,S,132–149,D,73–96,2,27.9–29.8,400–2000,0,3–9
Eryx,borrii,390,39,S/k,189,E,26,1,8.2–8.3,400,1,–
Eryx,colubrinus,134–950,39–61,S/K,159–205,E,19–30,1,6.8–12.5,20–1500,1,2–33
Eryx,conicus,80–990,40–55,S/k,161–196,E,16–24,1,5.4–10.1,100–2680,1,1–29
Eryx,elegans,300–607,35–46,S/k,156–184,E,29–45,1,4.0–19.1,30–3000,1,–
Eryx,jaculus,90–838,36–57,S/k,161–205,E,15–45,1,6.9–18.5,–225 to 1700,1,1–20
Eryx,jayakari,120–640,37–51,S/k,158–184,E,16–25,1,5.3–7.0,0–1100,0,4–24
Eryx,johnii,107–1295,51–67,S/k,192–215,E,20–40,1,3.4–13.9,90–1980,1,1–15
Eryx,miliaris,100–910,39–54,S/k,153–235,E,15–40,1,6.8–16.9,–30 to 2700,1,4–34
Eryx,muelleri,300–825,37–48,S/k,172–188,E,14–24,1,4.2–8.1,40–1225,0,4
Eryx,sistanensis,250–855,43–56,S,190–201,E,26–31,1,9.0–12.0,485,1,–
Eryx,somalicus,225–390,34–40,S/K,155–163,E,21–25,1,8.1–12.3,0–1150,1,–
Eryx,vittatus,100–580,39–59,S/k,163–235,E,15–45,1,3.6–16.9,700–1800,1,3–6
Eryx,whitakeri,220–790,50–54,S/k,201–213,E,18–25,1,6.8–10.3,0–650,1,–
Etheridgeum,pulchrum,156+,15,S,114,D,15+,2,~ 15.0,0,0,–
Eunectes,akayima,500–7320,56–74,S,242–265,E,61–78,1,12.5–13.7,10–85,1,5–75
Eunectes,beniensis,768–4000,48–51,S,219–249,E,54–62,1,11.6–15.9,90–350,1,–
Eunectes,deschauenseei,370–3060,43–54,S,214–236,E,51–62,1,13.3–13.4,0–150,1,3–27
Eunectes,murinus,300–6600,53–80,S,228–269,E,61–79,1,9.4–15.1,0–240,1,10–90
Eunectes,notaeus,380–6000,43–52,S,213–237,E,44–61,1,11.2–18.4,70–250,1,2–56
Euprepiophis,conspicillatus,320–1200,21,S,200–227,D,60–76,2,16.7–25.3,100–3000,0,1–8
Euprepiophis,mandarinus,192–1740,21–23,S,181–241,D,49–82,2,12.4–24.7,200–3000,0,2–20
Euprepiophis,perlaceus,360–1425,19,S,224–231,D,57–69,2,15.8–36.1,340–3370,0,10
Eutrachelophis,bassleri,160–377,15,S,128–139,D,62–70,2,26.8–29.6,75,0,–
Eutrachelophis,papilio,137–461,15,S,136–145,D,56–76,2,25.5–28.1,15–180,0,–
Exiliboa,placata,100–467,19–21,S,152–168,E,23–31,1,10.0–15.8,2000–2450,1,8–16
Farancia,abacura,158–2070,18–21,Sa,167–208,D(E),31–55,2,7.0–19.6,0–500,0,4–111
Farancia,erytrogramma,140–1733,19,Sa,155–182,D,34–50,2,10.3–19.3,0–150,0,10–52
Ferania,sieboldii,203–780,27–33,S,143–158,D,43–56,2,14.1–20.2,0–200,1,5–22
Ficimia,hardyi,121–358,17,S,129–140,D,33–46,2,13.5–21.2,1200–2280,0,4
Ficimia,olivacea,134–451,17,S,132–151,D,30–41,2,13.0–16.8,100–2250,0,2–4
Ficimia,publia,131–461,17,S,127–157,D,26–44,2,12.0–17.9,50–1620,0,2–3
Ficimia,ramirezi,313,17,S,135,D,37,2,16.9,500–1500,0,–
Ficimia,ruspator,142,17,S,153,D,33,2,14.1,1300–1725,0,–
Ficimia,streckeri,118–439,17–19,S,126–160,D,28–41,2,12.4–18.1,0–1500,0,3–5
Ficimia,variegata,177–439,17,S,151–157,D,34–43,2,13.5–17.8,50–2140,0,–
Fimbrios,klossi,274–454,30–34,k,161–177,E,43–62,1,12.6–19.7,690–1800,0,–
Fimbrios,smithi,440,31,k,193,E,72,1,21.4,350,0,–
Fordonia,leucobalia,176–940,23–29,S,130–160,D,24–45,2(1),9.0–16.3,0–195,1,2–17
Fowlea,asperrima,170–890,19,K,127–146,D,75–92,2,25.7–31.4,0–1500,0,4–87
Fowlea,flavipunctata,110–1275,19,K/k,120–144,D,60–91,2,20.8–35.9,105–1500,0,5–112
Fowlea,melanzosta,150–1079,19,K,127–156,D,48–89,2,23.3–32.0,15–900,0,10–52
Fowlea,piscator,110–1750,19,K,121–158,D(E),64–99,2,18.6–39.0,15–2745,0,4–120
Fowlea,punctulata,540–630,17,K,131–154,D,62–85,2,25.0–32.0,0–30,0,–
Fowlea,sanctijohannis,637–1200,19,S/k,134–159,D,80–98,2,24.8–32.5,405–1400,0,4–87
Fowlea,schnurrenbergeri,587–1200,19,K,132–152,D,61–80,2,20.8–28.3,30–150,0,20–40
Fowlea,tytleri,615–920,17–19,K,131–147,D,75–86,2,27.0–33.5,25–85,0,–
Fowlea,unicolor,629–714,19,K,125–138,D,79–93,2,28.8–35.3,15–1200,0,25
Fowlea,yunnanensis,251–998,19,k,129–158,D,65–89,2,19.3–31.4,190–1575,0,–
Furina,barnardi,140–513,15–17,S,157–221,D,25–58,2,13.6–13.7,20–400,0,7–10
Furina,diadema,120–400,15,S,156–210,D,35–70,2,13.3–20.4,5–1115,0,1–10
Furina,dunmalli,150–750,21,S,166–190,D,35–48,2,11.7–15.8,90–500,0,5–10
Furina,ornata,120–700,15–17,S,163–240,D,35–70,2,14.3–17.1,5–1015,0,1–6
Furina,tristis,160–1000,17–19,S,160–190,D,30–60,2,13.9–16.4,5–500,0,6–10
Galvarinus,attenuatus,505–661,19,S,148–164,D,60–84,2,21.6–24.5,1630–4420,1,–
Galvarinus,chilensis,318–597,19,S,144–165,D,33–54,2,13.5–18.3,85–3500,1,6–12
Galvarinus,tarmensis,393,19,S,135,D,55,2,21.1,3065–3200,1,–
Garthius,chaseni,410–690,17–19,K,130–143,E,20–30,2,7.3–13.5,910–1550,1,–
Geagras,redimitus,165–235,15,S,111–124,D,26–33,2,12.6–16.0,80–1000,0,1
Geophis,annuliferus,176–495,17,S,122–132,E,29–39,2,16.9–18.3,0–2000,0,–
Geophis,anocularis,117–321,17,S/k,122–132,E,29–39,2,15.5–22.0,1850–2000,0,–
Geophis,aquilonaris,461–462,15,S,161–185,E,55–66,2,19.5–19.7,1500–2000,0,–
Geophis,bellus,144–254,15,S/k,131,E,33,2,8.9–15.9,600–1100,0,1–2
Geophis,berillus,427,17,S/k,149–152,E,33–43,2,16.4,2270–2330,0,–
Geophis,betaniensis,296–331,15,S,140–143,E,20–28,2,12.2–12.4,1000–2100,0,–
Geophis,bicolor,125–402,17,S/k,149–168,E,38–51,2,15.4–22.4,1800–2600,0,–
Geophis,blanchardi,325–404,17,S,150–166,E,24–40,2,11.8–17.2,1920–2510,0,–
Geophis,brachycephalus,114–460,15,K,129–147,E,26–51,2,10.2–21.2,10–2115,0,3–6
Geophis,cancellatus,292–410,15,S/k,149–171,E,21–25,2,7.7–10.1,500–2000,0,–
Geophis,cansecoi,158–311,17,S,125–142,E,28–37,2,11.6–19.0,1570–1765,0,–
Geophis,carinosus,157–276,17,S/k,116–136,E,37–49,2,14.2–23.9,150–2000,0,–
Geophis,chalybeus,305–366,17,S,154–155,E,38–41,2,13.9–16.9,1150–1800,0,–
Geophis,championi,250–255,15,S,125–130,E,23–33,2,12.2–16.0,1300–1400,0,–
Geophis,damiani,303–327,15,S,136–143,E,31–41,2,15.5–18.3,1550–1750,0,2
Geophis,downsi,215–248,15,S/K,119–153,E,30–51,2,17.0–22.0,1050–1200,0,–
Geophis,dubius,156–347,17,S/k,131–151,E,31–50,2,14.0–21.6,205–2800,0,3–4
Geophis,duellmani,214–330,17,S,126–138,E,32–43,2,17.3–21.0,1570–1830,0,–
Geophis,dugesii,93–461,15,S,150–164,E,37–43,2,15.1–23.2,500–2720,0,–
Geophis,dunni,367,17,K,140,E,36,2,15.5,705–900,0,–
Geophis,fulvoguttatus,262–398,17,S,137–157,E,24–36,2,11.3–18.0,1680–2200,0,–
Geophis,fuscus,200,17,S/k,142,E,49,2,16.0,1000–2100,0,–
Geophis,godmani,152–401,15,S,132–145,E,24–38,2,11.5–17.1,1000–2200,0,6
Geophis,hoffmanni,83–300,15,S/k,114–135,E,23–37,2,11.5–18.5,20–1670,0,5
Geophis,immaculatus,213–305,17,S,129–134,E,27–32,2,13.6–17.0,1525–2500,0,–
Geophis,incomptus,275–391,15,S/k,146–154,E,26–37,2,11.7–17.7,2000–2200,0,–
Geophis,isthmicus,155,17,S,147–160,E,25–34,2,11.6,30–500,0,–
Geophis,juarezi,147–275,17,S/K,114–124,E,48–55,2,20.4–25.0,800–1200,0,–
Geophis,juliai,173–314,15,S/k,143–155,E,19–30,2,8.9–12.2,100–1300,0,–
Geophis,laticinctus,375–384,15,S/k,153–180,E,31–34,2,10.1–10.9,600–2000,0,4
Geophis,laticollaris,139–323,15,k,118–133,E,26–41,2,12.1–17.9,750–1775,0,3
Geophis,latifrontalis,337–419,17,S,154–185,E,27–49,2,7.4–19.0,800–2600,0,4
Geophis,lorancai,300–321,17,S,125–130,E,25–35,2,15.0–18.0,1210–1930,0,–
Geophis,maculiferus,152,15,S,142,E,30,2,13.2,1630,0,–
Geophis,mutitorques,278–455,17,S,149–177,E,24–42,2,9.9–17.1,0–2525,0,1–6
Geophis,nasalis,90–350,17,K,115–142,E,23–37,2,11.0–19.2,400–1830,0,4
Geophis,nephodrymus,104–327,17,S,120–138,E,22–32,2,11.5–17.7,1540–1780,0,–
Geophis,nigroalbus,135–400,15,S/K,119–157,E,35–51,2,10.2–19.5,900–1750,0,–
Geophis,nigrocinctus,356–372,15,S,161–170,E,41–50,2,17.7–21.3,1900–2200,0,–
Geophis,occabus,116–321,17,S/K,130–139,E,29–39,2,12.5–17.6,400–2015,0,–
Geophis,omiltemanus,284–471,17,S/k,148–166,E,37–52,2,13.4–21.2,2155–2415,0,5
Geophis,petersii,166–348,15,S/k,140–158,E,27–38,2,12.5–15.9,1705–2500,0,–
Geophis,pyburni,247–299,15,S/k,128–139,E,27–33,2,13.0–18.5,2000–2180,0,–
Geophis,rhodogaster,149–397,17,S,129–147,E,29–48,2,13.5–22.2,1480–2745,0,–
Geophis,rostralis,186–266,17,S/k,126–132,E,39–43,2,15.0–21.0,1500–1680,0,–
Geophis,ruthveni,171–260,15,S/K,123–135,E,32–41,2,13.5–19.8,85–2545,0,–
Geophis,sallaei,125–416,15,K,118–133,E,26–41,2,12.3–18.3,300–1900,0,–
Geophis,sanniolus,126–420,15,S,143–171,E,55–95,2,18.8–34.0,0–750,0,2–5
Geophis,sartorii,177–620,17,S/k,163–229,E,40–77,2,10.6–24.2,0–2440,0,3–5
Geophis,semidoliatus,123–411,15,S/k,114–179,E,19–30,2,7.4–12.2,150–1800,0,–
Geophis,sieboldi,144–397,17,S/K,132–153,E,34–42,2,13.8–18.7,900–2370,0,–
Geophis,talamancae,218–351,15,S/k,118–139,E,23–41,2,10.2–19.9,1200–1950,0,–
Geophis,tarascae,285–372,15,S,164–180,E,45–50,2,12.6–20.5,1400–1965,0,–
Geophis,tectus,170–381,15,S/k,133–140,E,41–50,2,14.7–21.6,40–1705,0,–
Geophis,turbidus,114–299,17,S/k,125–140,E,26–39,2,12.6–17.6,205–2255,0,–
Geophis,zeledoni,344–417+,15,S/k,139–150,E,33–46,2,15.4–22.0,1600–2050,0,–
Gerarda,prevostiana,200–520,17–18,S,141–159,D,29–37,2,11.2–18.0,–30 to 90,1,4–6
Gerrhopilus,addisoni,304,22,S,627,U,26,U,2.6,50,0,–
Gerrhopilus,andamanensis,150–165,18,S,390–407,U,17,U,3.5–4.0,< 100,0,–
Gerrhopilus,ater,110–166,18,S,263–372,U,17,U,2.8–4.1,0–1000,0,–
Gerrhopilus,beddomii,90–140,18,S,190–225,U,10–13,U,2.3–3.7,600–1500,0,–
Gerrhopilus,bisubocularis,111–131,18,S,308,U,16,U,3.4–3.6,20–250,0,–
Gerrhopilus,ceylonicus,138–140,18,S,329–330,U,12,U,3.6,480,0,–
Gerrhopilus,depressiceps,188–331,20–24,S,649–664,U,22–30,U,2.5–3.6,10–1060,0,–
Gerrhopilus,eurydice,186–319,22,S,601–647,U,23–25,U,2.7–2.8,0–40,0,–
Gerrhopilus,flavinotatus,155,22,S,327,U,12,U,3.7,1830,0,–
Gerrhopilus,floweri,174–230,18,S,478–520,U,20–23,U,3.4–4.0,10–300,0,7
Gerrhopilus,fredparkeri,149,16,S,539,U,23,U,3.7,40–60,0,–
Gerrhopilus,hades,127–143,18,S,343,U,17–19,U,3.4–4.1,0–280,0,–
Gerrhopilus,hedraeus,119–139,18,S,297–398,U,15–17,U,2.1–5.1,15–710,0,–
Gerrhopilus,inornatus,87–177,20–22,S,295–434,U,12–17,U,2.5–3.0,275–2730,0,–
Gerrhopilus,lestes,298,24,S,722,U,25,U,3.0,240,0,–
Gerrhopilus,lorealis,106,22,S,380,U,17,U,3.2,970,0,–
Gerrhopilus,manilae,280,28,S,–,U,12,U,1.8,–,0,–
Gerrhopilus,mcdowelli,74–209,22–24,S,374–470,U,15–25,U,2.2–4.2,50–600,0,–
Gerrhopilus,mirus,99–140,18,S,298–360,U,12–16,U,2.8–3.8,10–1825,0,–
Gerrhopilus,oligolepis,140–145,16,S,–,U,13,U,3.6–3.6,850–1525,0,–
Gerrhopilus,papuanorum,215–262,22,S,407–414,U,15,U,2.1–2.6,800–1420,0,–
Gerrhopilus,persephone,228–254,22–24,S,780,U,29–32,U,2.8–3.6,620,0,–
Gerrhopilus,polyadenus,138–199,22,S,294–320,U,15–16,U,2.8–3.6,120,0,–
Gerrhopilus,slapcinskyi,170–196,20,S,298–318,U,15–16,U,3.4–4.3,30–750,0,–
Gerrhopilus,sumatranus,63–63,18,S,302–313,U,17,U,2.2–6.0,95,0,–
Gerrhopilus,suturalis,109–133,18,S,263–274,U,13–15,U,2.8–3.8,10–490,0,–
Gerrhopilus,thurstoni,170–317,20,S,552–600,U,22,U,1.5–3.1,0–1300,0,–
Gerrhopilus,tindalli,140–175,18,S,300,U,9,U,1.9,25–750,0,–
Gerrhopilus,wallachi,218,22,S,430,U,15,U,3.6,760,0,–
Gloydius,angusticeps,202–573,19–21,K,148–175,E,30–42,2,11.3–15.7,3150–3700,1,–
Gloydius,blomhoffii,120–910,21,K,123–166,E,28–56,2,10.0–20.8,0–1500,1,1–13
Gloydius,brevicaudus,140–710,20–23,K,134–168,E,22–46,2,7.8–17.0,70–1100,1,2–15
Gloydius,caraganus,227–740,21–23,K,141–183,E,33–51,2,11.0–14.0,–25 to 4000,1,–
Gloydius,caucasicus,150–670,23–25,K,141–187,E,29–56,2,9.0–14.0,–30 to 3000,1,2–5
Gloydius,chambensis,426–426,21,K,153–166,E,42–50,2,25.3–25.3,400–1738,1,–
Gloydius,changdaoensis,142–800,21–25,K,148–158,E,35–47,2,12.1–18.8,175,1,4–6
Gloydius,cognatus,520–590,21–23,K,153–172,E,36–55,2,11.0–15.0,1000–3450,1,–
Gloydius,halys,130–840,21–25,K,132–187,E,25–56,2,9.5–17.2,–30 to 3500,1,2–14
Gloydius,himalayanus,135–864,19–23,K,140–175,E,32–54,2,12.0–19.0,1525–4880,1,3–11
Gloydius,huangi,316–599,21,K,158–174,E,42–45,2,11.2–16.9,3045–4145,1,–
Gloydius,intermedius,140–780,21–25,K,142–181,E,28–52,2,6.6–16.8,20–3000,1,1–11
Gloydius,lateralis,434–687,20–21,K,151–163,E,38–49,2,11.6–15.3,2070–2200,1,–
Gloydius,lipipengi,628,21,K,164,E,46,2,13.9,2885,1,–
Gloydius,liupanensis,453–709,19–21,K,146–161,E,34–51,2,11.4–14.8,1110–4320,1,3–8
Gloydius,monticola,212–773,19–21,K,135–154,E,24–45,2,10.4–15.7,2050–3965,1,8–9
Gloydius,qinlingensis,208–660,19–21,K,153–171,E,37–53,2,12.8–17.5,500–4320,1,6–7
